"Region","PrimaryKey","Line","PointNbr","layer","code","LineKey","PointLoc"
"JA","214G",28,20,"FOLIAR_1","AGROP","214G",20
"JA","214G",28,20,"SOIL_SURF","S","214G",20
"JA","214G",28,20.5,"FOLIAR_1","N","214G",20.5
"JA","214G",28,20.5,"SOIL_SURF","S","214G",20.5
"JA","214G",28,21,"FOLIAR_1","N","214G",21
"JA","214G",28,21,"SOIL_SURF","S","214G",21
"JA","214G",28,21.5,"FOLIAR_1","POSE","214G",21.5
"JA","214G",28,21.5,"SOIL_SURF","S","214G",21.5
"JA","214G",28,22,"FOLIAR_1","KOPR80","214G",22
"JA","214G",28,22,"SOIL_SURF","S","214G",22
"JA","214G",28,22.5,"FOLIAR_1","N","214G",22.5
"JA","214G",28,22.5,"SOIL_SURF","S","214G",22.5
"JA","214G",28,23,"FOLIAR_1","N","214G",23
"JA","214G",28,23,"SOIL_SURF","S","214G",23
"JA","214G",28,23.5,"FOLIAR_1","KOPR80","214G",23.5
"JA","214G",28,23.5,"SOIL_SURF","S","214G",23.5
"JA","214G",28,24,"FOLIAR_1","N","214G",24
"JA","214G",28,24,"SOIL_SURF","S","214G",24
"JA","214G",28,24.5,"FOLIAR_1","AGROP","214G",24.5
"JA","214G",28,24.5,"SOIL_SURF","S","214G",24.5
"JA","214G",28,25,"FOLIAR_1","AGROP","214G",25
"JA","214G",28,25,"SOIL_SURF","S","214G",25
"JA","214G",28,25.5,"FOLIAR_1","N","214G",25.5
"JA","214G",28,25.5,"SOIL_SURF","S","214G",25.5
"JA","214G",28,26,"FOLIAR_1","N","214G",26
"JA","214G",28,26,"SOIL_SURF","S","214G",26
"JA","214G",28,26.5,"FOLIAR_1","AGROP","214G",26.5
"JA","214G",28,26.5,"FOLIAR_2","L","214G",26.5
"JA","214G",28,26.5,"SOIL_SURF","S","214G",26.5
"JA","214G",28,27,"FOLIAR_1","N","214G",27
"JA","214G",28,27,"SOIL_SURF","S","214G",27
"JA","214G",28,27.5,"FOLIAR_1","AGROP","214G",27.5
"JA","214G",28,27.5,"SOIL_SURF","S","214G",27.5
"JA","214G",28,28,"FOLIAR_1","N","214G",28
"JA","214G",28,28,"SOIL_SURF","S","214G",28
"JA","214G",28,28.5,"FOLIAR_1","DG","214G",28.5
"JA","214G",28,28.5,"SOIL_SURF","S","214G",28.5
"JA","214G",28,29,"FOLIAR_1","AGROP","214G",29
"JA","214G",28,29,"SOIL_SURF","S","214G",29
"JA","214G",28,29.5,"FOLIAR_1","KOPR80","214G",29.5
"JA","214G",28,29.5,"FOLIAR_2","L","214G",29.5
"JA","214G",28,29.5,"SOIL_SURF","S","214G",29.5
"JA","215A",2,0,"FOLIAR_1","N","215A",0
"JA","215A",2,0,"SOIL_SURF","S","215A",0
"JA","215A",2,0.5,"FOLIAR_1","N","215A",0.5
"JA","215A",2,0.5,"SOIL_SURF","S","215A",0.5
"JA","215A",2,1,"FOLIAR_1","AGROP","215A",1
"JA","215A",2,1,"SOIL_SURF","S","215A",1
"JA","215A",2,1.5,"FOLIAR_1","AGROP","215A",1.5
"JA","215A",2,1.5,"FOLIAR_2","L","215A",1.5
"JA","215A",2,1.5,"SOIL_SURF","S","215A",1.5
"JA","215A",2,2,"FOLIAR_1","POSE","215A",2
"JA","215A",2,2,"SOIL_SURF","S","215A",2
"JA","215A",2,2.5,"FOLIAR_1","N","215A",2.5
"JA","215A",2,2.5,"SOIL_SURF","S","215A",2.5
"JA","215A",2,3,"FOLIAR_1","N","215A",3
"JA","215A",2,3,"SOIL_SURF","S","215A",3
"JA","215A",2,3.5,"FOLIAR_1","N","215A",3.5
"JA","215A",2,3.5,"SOIL_SURF","S","215A",3.5
"JA","215A",2,4,"FOLIAR_1","POSE","215A",4
"JA","215A",2,4,"SOIL_SURF","S","215A",4
"JA","215A",2,4.5,"FOLIAR_1","BRTE","215A",4.5
"JA","215A",2,4.5,"FOLIAR_2","L","215A",4.5
"JA","215A",2,4.5,"SOIL_SURF","S","215A",4.5
"JA","215A",2,5,"FOLIAR_1","POSE","215A",5
"JA","215A",2,5,"SOIL_SURF","S","215A",5
"JA","215A",2,5.5,"FOLIAR_1","KOPR80","215A",5.5
"JA","215A",2,5.5,"SOIL_SURF","S","215A",5.5
"JA","215A",2,6,"FOLIAR_1","BRTE","215A",6
"JA","215A",2,6,"SOIL_SURF","S","215A",6
"JA","215A",2,6.5,"FOLIAR_1","POSE","215A",6.5
"JA","215A",2,6.5,"SOIL_SURF","S","215A",6.5
"JA","215A",2,7,"FOLIAR_1","POSE","215A",7
"JA","215A",2,7,"SOIL_SURF","S","215A",7
"JA","215A",2,7.5,"FOLIAR_1","N","215A",7.5
"JA","215A",2,7.5,"SOIL_SURF","S","215A",7.5
"JA","215A",2,8,"FOLIAR_1","POSE","215A",8
"JA","215A",2,8,"SOIL_SURF","S","215A",8
"JA","215A",2,8.5,"FOLIAR_1","BRTE","215A",8.5
"JA","215A",2,8.5,"SOIL_SURF","S","215A",8.5
"JA","215A",2,9,"FOLIAR_1","N","215A",9
"JA","215A",2,9,"SOIL_SURF","S","215A",9
"JA","215A",2,9.5,"FOLIAR_1","N","215A",9.5
"JA","215A",2,9.5,"SOIL_SURF","S","215A",9.5
"JA","215A",2,10,"FOLIAR_1","POSE","215A",10
"JA","215A",2,10,"SOIL_SURF","S","215A",10
"JA","215A",2,10.5,"FOLIAR_1","POSE","215A",10.5
"JA","215A",2,10.5,"SOIL_SURF","S","215A",10.5
"JA","215A",2,11,"FOLIAR_1","BRTE","215A",11
"JA","215A",2,11,"SOIL_SURF","S","215A",11
"JA","215A",2,11.5,"FOLIAR_1","BRTE","215A",11.5
"JA","215A",2,11.5,"SOIL_SURF","S","215A",11.5
"JA","215A",2,12,"FOLIAR_1","BRTE","215A",12
"JA","215A",2,12,"SOIL_SURF","S","215A",12
"JA","215A",2,12.5,"FOLIAR_1","BRTE","215A",12.5
"JA","215A",2,12.5,"SOIL_SURF","S","215A",12.5
"JA","215A",2,13,"FOLIAR_1","KOPR80","215A",13
"JA","215A",2,13,"SOIL_SURF","S","215A",13
"JA","215A",2,13.5,"FOLIAR_1","N","215A",13.5
"JA","215A",2,13.5,"SOIL_SURF","S","215A",13.5
"JA","215A",2,14,"FOLIAR_1","POSE","215A",14
"JA","215A",2,14,"SOIL_SURF","S","215A",14
"JA","215A",2,14.5,"FOLIAR_1","POSE","215A",14.5
"JA","215A",2,14.5,"SOIL_SURF","S","215A",14.5
"JA","215A",2,15,"FOLIAR_1","KOPR80","215A",15
"JA","215A",2,15,"SOIL_SURF","S","215A",15
"JA","215A",2,15.5,"FOLIAR_1","KOPR80","215A",15.5
"JA","215A",2,15.5,"FOLIAR_2","L","215A",15.5
"JA","215A",2,15.5,"SOIL_SURF","S","215A",15.5
"JA","215A",2,16,"FOLIAR_1","AGROP","215A",16
"JA","215A",2,16,"SOIL_SURF","S","215A",16
"JA","215A",2,16.5,"FOLIAR_1","POSE","215A",16.5
"JA","215A",2,16.5,"SOIL_SURF","S","215A",16.5
"JA","215A",2,17,"FOLIAR_1","N","215A",17
"JA","215A",2,17,"SOIL_SURF","S","215A",17
"JA","215A",2,17.5,"FOLIAR_1","N","215A",17.5
"JA","215A",2,17.5,"SOIL_SURF","S","215A",17.5
"JA","215A",2,18,"FOLIAR_1","POSE","215A",18
"JA","215A",2,18,"SOIL_SURF","S","215A",18
"JA","215A",2,18.5,"FOLIAR_1","N","215A",18.5
"JA","215A",2,18.5,"SOIL_SURF","S","215A",18.5
"JA","215A",2,19,"FOLIAR_1","KOPR80","215A",19
"JA","215A",2,19,"FOLIAR_2","L","215A",19
"JA","215A",2,19,"SOIL_SURF","S","215A",19
"JA","215A",2,19.5,"FOLIAR_1","POSE","215A",19.5
"JA","215A",2,19.5,"SOIL_SURF","S","215A",19.5
"JA","215A",2,20,"FOLIAR_1","AGROP","215A",20
"JA","215A",2,20,"SOIL_SURF","S","215A",20
"JA","215A",2,20.5,"FOLIAR_1","POSE","215A",20.5
"JA","215A",2,20.5,"SOIL_SURF","S","215A",20.5
"JA","215A",2,21,"FOLIAR_1","AGROP","215A",21
"JA","215A",2,21,"SOIL_SURF","S","215A",21
"JA","215A",2,21.5,"FOLIAR_1","N","215A",21.5
"JA","215A",2,21.5,"SOIL_SURF","S","215A",21.5
"JA","215A",2,22,"FOLIAR_1","BRTE","215A",22
"JA","215A",2,22,"SOIL_SURF","S","215A",22
"JA","215A",2,22.5,"FOLIAR_1","KOPR80","215A",22.5
"JA","215A",2,22.5,"SOIL_SURF","S","215A",22.5
"JA","215A",2,23,"FOLIAR_1","N","215A",23
"JA","215A",2,23,"SOIL_SURF","S","215A",23
"JA","215A",2,23.5,"FOLIAR_1","POSE","215A",23.5
"JA","215A",2,23.5,"FOLIAR_2","L","215A",23.5
"JA","215A",2,23.5,"SOIL_SURF","S","215A",23.5
"JA","215A",2,24,"FOLIAR_1","N","215A",24
"JA","215A",2,24,"SOIL_SURF","S","215A",24
"JA","215A",2,24.5,"FOLIAR_1","N","215A",24.5
"JA","215A",2,24.5,"SOIL_SURF","S","215A",24.5
"JA","215A",2,25,"FOLIAR_1","POSE","215A",25
"JA","215A",2,25,"SOIL_SURF","S","215A",25
"JA","215A",2,25.5,"FOLIAR_1","N","215A",25.5
"JA","215A",2,25.5,"SOIL_SURF","S","215A",25.5
"JA","215A",2,26,"FOLIAR_1","N","215A",26
"JA","215A",2,26,"SOIL_SURF","S","215A",26
"JA","215A",2,26.5,"FOLIAR_1","N","215A",26.5
"JA","215A",2,26.5,"SOIL_SURF","S","215A",26.5
"JA","215A",2,27,"FOLIAR_1","N","215A",27
"JA","215A",2,27,"SOIL_SURF","S","215A",27
"JA","215A",2,27.5,"FOLIAR_1","N","215A",27.5
"JA","215A",2,27.5,"SOIL_SURF","S","215A",27.5
"JA","215A",2,28,"FOLIAR_1","POSE","215A",28
"JA","215A",2,28,"SOIL_SURF","S","215A",28
"JA","215A",2,28.5,"FOLIAR_1","N","215A",28.5
"JA","215A",2,28.5,"SOIL_SURF","S","215A",28.5
"JA","215A",2,29,"FOLIAR_1","N","215A",29
"JA","215A",2,29,"SOIL_SURF","S","215A",29
"JA","215A",2,29.5,"FOLIAR_1","N","215A",29.5
"JA","215A",2,29.5,"SOIL_SURF","S","215A",29.5
"JA","215A",15,0,"FOLIAR_1","N","215A",0
"JA","215A",15,0,"SOIL_SURF","S","215A",0
"JA","215A",15,0.5,"FOLIAR_1","POSE","215A",0.5
"JA","215A",15,0.5,"SOIL_SURF","S","215A",0.5
"JA","215A",15,1,"FOLIAR_1","POSE","215A",1
"JA","215A",15,1,"SOIL_SURF","S","215A",1
"JA","215A",15,1.5,"FOLIAR_1","AGROP","215A",1.5
"JA","215A",15,1.5,"FOLIAR_2","L","215A",1.5
"JA","215A",15,1.5,"SOIL_SURF","S","215A",1.5
"JA","215A",15,2,"FOLIAR_1","POSE","215A",2
"JA","215A",15,2,"SOIL_SURF","S","215A",2
"JA","215A",15,2.5,"FOLIAR_1","N","215A",2.5
"JA","215A",15,2.5,"SOIL_SURF","S","215A",2.5
"JA","215A",15,3,"FOLIAR_1","POSE","215A",3
"JA","215A",15,3,"SOIL_SURF","S","215A",3
"JA","215A",15,3.5,"FOLIAR_1","N","215A",3.5
"JA","215A",15,3.5,"SOIL_SURF","S","215A",3.5
"JA","215A",15,4,"FOLIAR_1","POSE","215A",4
"JA","215A",15,4,"SOIL_SURF","S","215A",4
"JA","215A",15,4.5,"FOLIAR_1","N","215A",4.5
"JA","215A",15,4.5,"SOIL_SURF","S","215A",4.5
"JA","215A",15,5,"FOLIAR_1","BRTE","215A",5
"JA","215A",15,5,"SOIL_SURF","S","215A",5
"JA","215A",15,5.5,"FOLIAR_1","POSE","215A",5.5
"JA","215A",15,5.5,"SOIL_SURF","S","215A",5.5
"JA","215A",15,6,"FOLIAR_1","POSE","215A",6
"JA","215A",15,6,"SOIL_SURF","S","215A",6
"JA","215A",15,6.5,"FOLIAR_1","N","215A",6.5
"JA","215A",15,6.5,"SOIL_SURF","S","215A",6.5
"JA","215A",15,7,"FOLIAR_1","N","215A",7
"JA","215A",15,7,"SOIL_SURF","S","215A",7
"JA","215A",15,7.5,"FOLIAR_1","N","215A",7.5
"JA","215A",15,7.5,"SOIL_SURF","S","215A",7.5
"JA","215A",15,8,"FOLIAR_1","N","215A",8
"JA","215A",15,8,"SOIL_SURF","S","215A",8
"JA","215A",15,8.5,"FOLIAR_1","N","215A",8.5
"JA","215A",15,8.5,"SOIL_SURF","S","215A",8.5
"JA","215A",15,9,"FOLIAR_1","POSE","215A",9
"JA","215A",15,9,"SOIL_SURF","S","215A",9
"JA","215A",15,9.5,"FOLIAR_1","AGROP","215A",9.5
"JA","215A",15,9.5,"SOIL_SURF","S","215A",9.5
"JA","215A",15,10,"FOLIAR_1","POSE","215A",10
"JA","215A",15,10,"SOIL_SURF","S","215A",10
"JA","215A",15,10.5,"FOLIAR_1","AGROP","215A",10.5
"JA","215A",15,10.5,"SOIL_SURF","S","215A",10.5
"JA","215A",15,11,"FOLIAR_1","POSE","215A",11
"JA","215A",15,11,"SOIL_SURF","S","215A",11
"JA","215A",15,11.5,"FOLIAR_1","AGROP","215A",11.5
"JA","215A",15,11.5,"SOIL_SURF","S","215A",11.5
"JA","215A",15,12,"FOLIAR_1","POSE","215A",12
"JA","215A",15,12,"SOIL_SURF","S","215A",12
"JA","215A",15,12.5,"FOLIAR_1","N","215A",12.5
"JA","215A",15,12.5,"SOIL_SURF","S","215A",12.5
"JA","215A",15,13,"FOLIAR_1","N","215A",13
"JA","215A",15,13,"SOIL_SURF","S","215A",13
"JA","215A",15,13.5,"FOLIAR_1","N","215A",13.5
"JA","215A",15,13.5,"SOIL_SURF","S","215A",13.5
"JA","215A",15,14,"FOLIAR_1","N","215A",14
"JA","215A",15,14,"SOIL_SURF","S","215A",14
"JA","215A",15,14.5,"FOLIAR_1","AGROP","215A",14.5
"JA","215A",15,14.5,"SOIL_SURF","S","215A",14.5
"JA","215A",15,15,"FOLIAR_1","N","215A",15
"JA","215A",15,15,"SOIL_SURF","S","215A",15
"JA","215A",15,15.5,"FOLIAR_1","POSE","215A",15.5
"JA","215A",15,15.5,"SOIL_SURF","S","215A",15.5
"JA","215A",15,16,"FOLIAR_1","AGROP","215A",16
"JA","215A",15,16,"FOLIAR_2","L","215A",16
"JA","215A",15,16,"SOIL_SURF","S","215A",16
"JA","215A",15,16.5,"FOLIAR_1","AGROP","215A",16.5
"JA","215A",15,16.5,"SOIL_SURF","S","215A",16.5
"JA","215A",15,17,"FOLIAR_1","DG","215A",17
"JA","215A",15,17,"SOIL_SURF","S","215A",17
"JA","215A",15,17.5,"FOLIAR_1","AGROP","215A",17.5
"JA","215A",15,17.5,"FOLIAR_2","L","215A",17.5
"JA","215A",15,17.5,"SOIL_SURF","S","215A",17.5
"JA","215A",15,18,"FOLIAR_1","DG","215A",18
"JA","215A",15,18,"FOLIAR_2","L","215A",18
"JA","215A",15,18,"SOIL_SURF","S","215A",18
"JA","215A",15,18.5,"FOLIAR_1","AGROP","215A",18.5
"JA","215A",15,18.5,"SOIL_SURF","S","215A",18.5
"JA","215A",15,19,"FOLIAR_1","AGROP","215A",19
"JA","215A",15,19,"SOIL_SURF","S","215A",19
"JA","215A",15,19.5,"FOLIAR_1","N","215A",19.5
"JA","215A",15,19.5,"SOIL_SURF","S","215A",19.5
"JA","215A",15,20,"FOLIAR_1","AGROP","215A",20
"JA","215A",15,20,"SOIL_SURF","S","215A",20
"JA","215A",15,20.5,"FOLIAR_1","AGROP","215A",20.5
"JA","215A",15,20.5,"SOIL_SURF","S","215A",20.5
"JA","215A",15,21,"FOLIAR_1","AGROP","215A",21
"JA","215A",15,21,"SOIL_SURF","S","215A",21
"JA","215A",15,21.5,"FOLIAR_1","N","215A",21.5
"JA","215A",15,21.5,"SOIL_SURF","S","215A",21.5
"JA","215A",15,22,"FOLIAR_1","N","215A",22
"JA","215A",15,22,"SOIL_SURF","S","215A",22
"JA","215A",15,22.5,"FOLIAR_1","AGROP","215A",22.5
"JA","215A",15,22.5,"SOIL_SURF","S","215A",22.5
"JA","215A",15,23,"FOLIAR_1","POSE","215A",23
"JA","215A",15,23,"SOIL_SURF","S","215A",23
"JA","215A",15,23.5,"FOLIAR_1","POSE","215A",23.5
"JA","215A",15,23.5,"SOIL_SURF","S","215A",23.5
"JA","215A",15,24,"FOLIAR_1","N","215A",24
"JA","215A",15,24,"SOIL_SURF","S","215A",24
"JA","215A",15,24.5,"FOLIAR_1","N","215A",24.5
"JA","215A",15,24.5,"SOIL_SURF","S","215A",24.5
"JA","215A",15,25,"FOLIAR_1","AGROP","215A",25
"JA","215A",15,25,"FOLIAR_2","L","215A",25
"JA","215A",15,25,"SOIL_SURF","S","215A",25
"JA","215A",15,25.5,"FOLIAR_1","POSE","215A",25.5
"JA","215A",15,25.5,"SOIL_SURF","S","215A",25.5
"JA","215A",15,26,"FOLIAR_1","AGROP","215A",26
"JA","215A",15,26,"FOLIAR_2","L","215A",26
"JA","215A",15,26,"SOIL_SURF","S","215A",26
"JA","215A",15,26.5,"FOLIAR_1","AGROP","215A",26.5
"JA","215A",15,26.5,"FOLIAR_2","L","215A",26.5
"JA","215A",15,26.5,"SOIL_SURF","S","215A",26.5
"JA","215A",15,27,"FOLIAR_1","POSE","215A",27
"JA","215A",15,27,"SOIL_SURF","S","215A",27
"JA","215A",15,27.5,"FOLIAR_1","POSE","215A",27.5
"JA","215A",15,27.5,"SOIL_SURF","S","215A",27.5
"JA","215A",15,28,"FOLIAR_1","N","215A",28
"JA","215A",15,28,"SOIL_SURF","S","215A",28
"JA","215A",15,28.5,"FOLIAR_1","N","215A",28.5
"JA","215A",15,28.5,"SOIL_SURF","S","215A",28.5
"JA","215A",15,29,"FOLIAR_1","N","215A",29
"JA","215A",15,29,"SOIL_SURF","S","215A",29
"JA","215A",15,29.5,"FOLIAR_1","N","215A",29.5
"JA","215A",15,29.5,"SOIL_SURF","S","215A",29.5
"JA","215A",28,0,"FOLIAR_1","N","215A",0
"JA","215A",28,0,"SOIL_SURF","S","215A",0
"JA","215A",28,0.5,"FOLIAR_1","N","215A",0.5
"JA","215A",28,0.5,"SOIL_SURF","S","215A",0.5
"JA","215A",28,1,"FOLIAR_1","POSE","215A",1
"JA","215A",28,1,"SOIL_SURF","S","215A",1
"JA","215A",28,1.5,"FOLIAR_1","POSE","215A",1.5
"JA","215A",28,1.5,"SOIL_SURF","S","215A",1.5
"JA","215A",28,2,"FOLIAR_1","N","215A",2
"JA","215A",28,2,"SOIL_SURF","S","215A",2
"JA","215A",28,2.5,"FOLIAR_1","POSE","215A",2.5
"JA","215A",28,2.5,"SOIL_SURF","S","215A",2.5
"JA","215A",28,3,"FOLIAR_1","N","215A",3
"JA","215A",28,3,"SOIL_SURF","S","215A",3
"JA","215A",28,3.5,"FOLIAR_1","POSE","215A",3.5
"JA","215A",28,3.5,"SOIL_SURF","S","215A",3.5
"JA","215A",28,4,"FOLIAR_1","AGROP","215A",4
"JA","215A",28,4,"FOLIAR_2","L","215A",4
"JA","215A",28,4,"SOIL_SURF","S","215A",4
"JA","215A",28,4.5,"FOLIAR_1","N","215A",4.5
"JA","215A",28,4.5,"SOIL_SURF","S","215A",4.5
"JA","215A",28,5,"FOLIAR_1","N","215A",5
"JA","215A",28,5,"SOIL_SURF","S","215A",5
"JA","215A",28,5.5,"FOLIAR_1","AGROP","215A",5.5
"JA","215A",28,5.5,"SOIL_SURF","S","215A",5.5
"JA","215A",28,6,"FOLIAR_1","BRTE","215A",6
"JA","215A",28,6,"SOIL_SURF","S","215A",6
"JA","215A",28,6.5,"FOLIAR_1","POSE","215A",6.5
"JA","215A",28,6.5,"FOLIAR_2","L","215A",6.5
"JA","215A",28,6.5,"SOIL_SURF","S","215A",6.5
"JA","215A",28,7,"FOLIAR_1","N","215A",7
"JA","215A",28,7,"SOIL_SURF","S","215A",7
"JA","215A",28,7.5,"FOLIAR_1","N","215A",7.5
"JA","215A",28,7.5,"SOIL_SURF","S","215A",7.5
"JA","215A",28,8,"FOLIAR_1","AGROP","215A",8
"JA","215A",28,8,"FOLIAR_2","L","215A",8
"JA","215A",28,8,"SOIL_SURF","S","215A",8
"JA","215A",28,8.5,"FOLIAR_1","N","215A",8.5
"JA","215A",28,8.5,"SOIL_SURF","S","215A",8.5
"JA","215A",28,9,"FOLIAR_1","BRTE","215A",9
"JA","215A",28,9,"SOIL_SURF","S","215A",9
"JA","215A",28,9.5,"FOLIAR_1","N","215A",9.5
"JA","215A",28,9.5,"SOIL_SURF","S","215A",9.5
"JA","215A",28,10,"FOLIAR_1","POSE","215A",10
"JA","215A",28,10,"SOIL_SURF","S","215A",10
"JA","215A",28,10.5,"FOLIAR_1","N","215A",10.5
"JA","215A",28,10.5,"SOIL_SURF","S","215A",10.5
"JA","215A",28,11,"FOLIAR_1","BRTE","215A",11
"JA","215A",28,11,"FOLIAR_2","L","215A",11
"JA","215A",28,11,"SOIL_SURF","S","215A",11
"JA","215A",28,11.5,"FOLIAR_1","AGROP","215A",11.5
"JA","215A",28,11.5,"FOLIAR_2","L","215A",11.5
"JA","215A",28,11.5,"SOIL_SURF","S","215A",11.5
"JA","215A",28,12,"FOLIAR_1","AGROP","215A",12
"JA","215A",28,12,"FOLIAR_2","L","215A",12
"JA","215A",28,12,"SOIL_SURF","S","215A",12
"JA","215A",28,12.5,"FOLIAR_1","AGROP","215A",12.5
"JA","215A",28,12.5,"SOIL_SURF","S","215A",12.5
"JA","215A",28,13,"FOLIAR_1","AGROP","215A",13
"JA","215A",28,13,"SOIL_SURF","S","215A",13
"JA","215A",28,13.5,"FOLIAR_1","POSE","215A",13.5
"JA","215A",28,13.5,"SOIL_SURF","S","215A",13.5
"JA","215A",28,14,"FOLIAR_1","BRTE","215A",14
"JA","215A",28,14,"SOIL_SURF","S","215A",14
"JA","215A",28,14.5,"FOLIAR_1","BRTE","215A",14.5
"JA","215A",28,14.5,"SOIL_SURF","S","215A",14.5
"JA","215A",28,15,"FOLIAR_1","N","215A",15
"JA","215A",28,15,"SOIL_SURF","S","215A",15
"JA","215A",28,15.5,"FOLIAR_1","N","215A",15.5
"JA","215A",28,15.5,"SOIL_SURF","S","215A",15.5
"JA","215A",28,16,"FOLIAR_1","POSE","215A",16
"JA","215A",28,16,"SOIL_SURF","S","215A",16
"JA","215A",28,16.5,"FOLIAR_1","AGROP","215A",16.5
"JA","215A",28,16.5,"SOIL_SURF","S","215A",16.5
"JA","215A",28,17,"FOLIAR_1","POSE","215A",17
"JA","215A",28,17,"SOIL_SURF","S","215A",17
"JA","215A",28,17.5,"FOLIAR_1","POSE","215A",17.5
"JA","215A",28,17.5,"SOIL_SURF","S","215A",17.5
"JA","215A",28,18,"FOLIAR_1","AGROP","215A",18
"JA","215A",28,18,"FOLIAR_2","L","215A",18
"JA","215A",28,18,"SOIL_SURF","S","215A",18
"JA","215A",28,18.5,"FOLIAR_1","POSE","215A",18.5
"JA","215A",28,18.5,"SOIL_SURF","S","215A",18.5
"JA","215A",28,19,"FOLIAR_1","AGROP","215A",19
"JA","215A",28,19,"SOIL_SURF","S","215A",19
"JA","215A",28,19.5,"FOLIAR_1","BRTE","215A",19.5
"JA","215A",28,19.5,"FOLIAR_2","L","215A",19.5
"JA","215A",28,19.5,"SOIL_SURF","S","215A",19.5
"JA","215A",28,20,"FOLIAR_1","N","215A",20
"JA","215A",28,20,"SOIL_SURF","S","215A",20
"JA","215A",28,20.5,"FOLIAR_1","N","215A",20.5
"JA","215A",28,20.5,"SOIL_SURF","S","215A",20.5
"JA","215A",28,21,"FOLIAR_1","N","215A",21
"JA","215A",28,21,"SOIL_SURF","S","215A",21
"JA","215A",28,21.5,"FOLIAR_1","AGROP","215A",21.5
"JA","215A",28,21.5,"FOLIAR_2","L","215A",21.5
"JA","215A",28,21.5,"SOIL_SURF","S","215A",21.5
"JA","215A",28,22,"FOLIAR_1","N","215A",22
"JA","215A",28,22,"SOIL_SURF","S","215A",22
"JA","215A",28,22.5,"FOLIAR_1","BRTE","215A",22.5
"JA","215A",28,22.5,"SOIL_SURF","S","215A",22.5
"JA","215A",28,23,"FOLIAR_1","POSE","215A",23
"JA","215A",28,23,"SOIL_SURF","S","215A",23
"JA","215A",28,23.5,"FOLIAR_1","POSE","215A",23.5
"JA","215A",28,23.5,"SOIL_SURF","S","215A",23.5
"JA","215A",28,24,"FOLIAR_1","N","215A",24
"JA","215A",28,24,"SOIL_SURF","S","215A",24
"JA","215A",28,24.5,"FOLIAR_1","N","215A",24.5
"JA","215A",28,24.5,"SOIL_SURF","S","215A",24.5
"JA","215A",28,25,"FOLIAR_1","BRTE","215A",25
"JA","215A",28,25,"SOIL_SURF","S","215A",25
"JA","215A",28,25.5,"FOLIAR_1","N","215A",25.5
"JA","215A",28,25.5,"SOIL_SURF","S","215A",25.5
"JA","215A",28,26,"FOLIAR_1","POSE","215A",26
"JA","215A",28,26,"SOIL_SURF","S","215A",26
"JA","215A",28,26.5,"FOLIAR_1","N","215A",26.5
"JA","215A",28,26.5,"SOIL_SURF","S","215A",26.5
"JA","215A",28,27,"FOLIAR_1","N","215A",27
"JA","215A",28,27,"SOIL_SURF","S","215A",27
"JA","215A",28,27.5,"FOLIAR_1","N","215A",27.5
"JA","215A",28,27.5,"SOIL_SURF","S","215A",27.5
"JA","215A",28,28,"FOLIAR_1","POSE","215A",28
"JA","215A",28,28,"SOIL_SURF","S","215A",28
"JA","215A",28,28.5,"FOLIAR_1","N","215A",28.5
"JA","215A",28,28.5,"SOIL_SURF","S","215A",28.5
"JA","215A",28,29,"FOLIAR_1","N","215A",29
"JA","215A",28,29,"SOIL_SURF","S","215A",29
"JA","215A",28,29.5,"FOLIAR_1","N","215A",29.5
"JA","215A",28,29.5,"SOIL_SURF","S","215A",29.5
"JA","215G",2,0,"FOLIAR_1","N","215G",0
"JA","215G",2,0,"SOIL_SURF","S","215G",0
"JA","215G",2,0.5,"FOLIAR_1","N","215G",0.5
"JA","215G",2,0.5,"SOIL_SURF","S","215G",0.5
"JA","215G",2,1,"FOLIAR_1","N","215G",1
"JA","215G",2,1,"SOIL_SURF","S","215G",1
"JA","215G",2,1.5,"FOLIAR_1","N","215G",1.5
"JA","215G",2,1.5,"SOIL_SURF","S","215G",1.5
"JA","215G",2,2,"FOLIAR_1","KOPR80","215G",2
"JA","215G",2,2,"SOIL_SURF","S","215G",2
"JA","215G",2,2.5,"FOLIAR_1","N","215G",2.5
"JA","215G",2,2.5,"SOIL_SURF","S","215G",2.5
"JA","215G",2,3,"FOLIAR_1","AGROP","215G",3
"JA","215G",2,3,"SOIL_SURF","S","215G",3
"JA","215G",2,3.5,"FOLIAR_1","N","215G",3.5
"JA","215G",2,3.5,"SOIL_SURF","S","215G",3.5
"JA","215G",2,4,"FOLIAR_1","KOPR80","215G",4
"JA","215G",2,4,"SOIL_SURF","S","215G",4
"JA","215G",2,4.5,"FOLIAR_1","N","215G",4.5
"JA","215G",2,4.5,"SOIL_SURF","S","215G",4.5
"JA","215G",2,5,"FOLIAR_1","N","215G",5
"JA","215G",2,5,"SOIL_SURF","S","215G",5
"JA","215G",2,5.5,"FOLIAR_1","N","215G",5.5
"JA","215G",2,5.5,"SOIL_SURF","S","215G",5.5
"JA","215G",2,6,"FOLIAR_1","N","215G",6
"JA","215G",2,6,"SOIL_SURF","S","215G",6
"JA","215G",2,6.5,"FOLIAR_1","N","215G",6.5
"JA","215G",2,6.5,"SOIL_SURF","S","215G",6.5
"JA","215G",2,7,"FOLIAR_1","N","215G",7
"JA","215G",2,7,"SOIL_SURF","S","215G",7
"JA","215G",2,7.5,"FOLIAR_1","N","215G",7.5
